"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2011-08-26 11:35:47,TRUE,FALSE,0,FALSE,2011-08-26 11:35:47,0
2011-08-27 02:09:27,FALSE,FALSE,0,FALSE,2011-08-27 02:10:27,0
2011-08-27 11:36:27,TRUE,FALSE,0,FALSE,2011-08-27 11:36:27,0
2011-08-28 02:10:27,FALSE,FALSE,0,FALSE,2011-08-28 02:11:27,0
2011-08-28 11:41:27,TRUE,FALSE,0,FALSE,2011-08-28 11:41:27,0
2011-08-29 02:10:27,FALSE,FALSE,0,FALSE,2011-08-29 02:11:27,0
2011-08-29 11:33:27,TRUE,FALSE,0,FALSE,2011-08-29 11:33:27,0
2011-08-30 02:07:57,FALSE,FALSE,0,FALSE,2011-08-30 02:08:57,0
2011-08-30 11:39:27,TRUE,FALSE,0,FALSE,2011-08-30 11:39:27,0
2011-08-31 02:01:27,FALSE,FALSE,0,FALSE,2011-08-31 02:02:27,0
2011-08-31 11:46:27,TRUE,FALSE,0,FALSE,2011-08-31 11:46:27,0
2011-09-01 01:46:27,FALSE,FALSE,0,FALSE,2011-09-01 01:47:27,0
2011-09-01 11:55:40,TRUE,FALSE,0,FALSE,2011-09-01 11:55:40,0
2011-09-02 02:00:27,FALSE,FALSE,0,FALSE,2011-09-02 02:01:27,0
2011-09-02 11:45:57,TRUE,FALSE,0,FALSE,2011-09-02 11:45:57,0
2011-09-03 01:56:17,FALSE,FALSE,0,FALSE,2011-09-03 01:57:17,0
2011-09-03 11:41:57,TRUE,FALSE,0,FALSE,2011-09-03 11:41:57,0
2011-09-04 01:55:27,FALSE,FALSE,0,FALSE,2011-09-04 01:56:27,0
2011-09-04 11:37:27,TRUE,FALSE,0,FALSE,2011-09-04 11:37:27,0
2011-09-05 01:52:03,FALSE,FALSE,0,FALSE,2011-09-05 01:53:03,0
2011-09-05 11:45:27,TRUE,FALSE,0,FALSE,2011-09-05 11:45:27,0
2011-09-06 01:54:27,FALSE,FALSE,0,FALSE,2011-09-06 01:55:27,0
2011-09-06 11:47:27,TRUE,FALSE,0,FALSE,2011-09-06 11:47:27,0
2011-09-07 01:50:27,FALSE,FALSE,0,FALSE,2011-09-07 01:51:27,0
2011-09-07 11:45:27,TRUE,FALSE,0,FALSE,2011-09-07 11:45:27,0
2011-09-08 01:47:57,FALSE,FALSE,0,FALSE,2011-09-08 01:48:57,0
2011-09-08 11:43:27,TRUE,FALSE,0,FALSE,2011-09-08 11:43:27,0
2011-09-09 01:39:27,FALSE,FALSE,0,FALSE,2011-09-09 01:40:27,0
2011-09-09 11:43:27,TRUE,FALSE,0,FALSE,2011-09-09 11:43:27,0
2011-09-10 01:21:47,FALSE,FALSE,0,FALSE,2011-09-10 01:22:47,0
2011-09-10 11:31:27,TRUE,FALSE,0,FALSE,2011-09-10 11:31:27,0
2011-09-11 01:06:27,FALSE,FALSE,0,FALSE,2011-09-11 01:07:27,0
2011-09-11 11:41:27,TRUE,FALSE,0,FALSE,2011-09-11 11:41:27,0
2011-09-12 00:47:27,FALSE,FALSE,0,FALSE,2011-09-12 00:48:27,0
2011-09-12 11:40:27,TRUE,FALSE,0,FALSE,2011-09-12 11:40:27,0
2011-09-13 00:32:27,FALSE,FALSE,0,FALSE,2011-09-13 00:33:27,0
2011-09-13 11:39:27,TRUE,FALSE,0,FALSE,2011-09-13 11:39:27,0
2011-09-14 00:46:27,FALSE,FALSE,0,FALSE,2011-09-14 00:47:27,0
2011-09-14 12:01:27,TRUE,FALSE,0,FALSE,2011-09-14 12:01:27,0
2011-09-15 00:43:47,FALSE,FALSE,0,FALSE,2011-09-15 00:44:47,0
2011-09-15 11:56:07,TRUE,FALSE,0,FALSE,2011-09-15 11:56:07,0
2011-09-16 00:38:27,FALSE,FALSE,0,FALSE,2011-09-16 00:39:27,0
2011-09-16 11:50:07,TRUE,FALSE,0,FALSE,2011-09-16 11:50:07,0
2011-09-17 00:30:27,FALSE,FALSE,0,FALSE,2011-09-17 00:31:27,0
2011-09-17 11:53:44,TRUE,FALSE,0,FALSE,2011-09-17 11:53:44,0
2011-09-18 00:30:27,FALSE,FALSE,0,FALSE,2011-09-18 00:31:27,0
2011-09-18 11:59:27,TRUE,FALSE,0,FALSE,2011-09-18 11:59:27,0
2011-09-19 00:30:27,FALSE,FALSE,0,FALSE,2011-09-19 00:31:27,0
2011-09-19 11:47:42,TRUE,FALSE,0,FALSE,2011-09-19 11:47:42,0
2011-09-20 00:30:27,FALSE,FALSE,0,FALSE,2011-09-20 00:31:27,0
2011-09-20 11:47:33,TRUE,FALSE,0,FALSE,2011-09-20 11:47:33,0
2011-09-21 00:28:27,FALSE,FALSE,0,FALSE,2011-09-21 00:29:27,0
2011-09-21 11:51:27,TRUE,FALSE,0,FALSE,2011-09-21 11:51:27,0
2011-09-22 00:24:27,FALSE,FALSE,0,FALSE,2011-09-22 00:25:27,0
2011-09-22 11:51:27,TRUE,FALSE,0,FALSE,2011-09-22 11:51:27,0
2011-09-23 00:04:27,FALSE,FALSE,0,FALSE,2011-09-23 00:05:27,0
2011-09-23 11:45:27,TRUE,FALSE,0,FALSE,2011-09-23 11:45:27,0
2011-09-24 00:12:27,FALSE,FALSE,0,FALSE,2011-09-24 00:13:27,0
2011-09-24 11:48:27,TRUE,FALSE,0,FALSE,2011-09-24 11:48:27,0
2011-09-25 00:16:27,FALSE,FALSE,0,FALSE,2011-09-25 00:17:27,0
2011-09-25 11:46:27,TRUE,FALSE,0,FALSE,2011-09-25 11:46:27,0
2011-09-26 00:13:27,FALSE,FALSE,0,FALSE,2011-09-26 00:14:27,0
2011-09-26 11:43:27,TRUE,FALSE,0,FALSE,2011-09-26 11:43:27,0
2011-09-27 00:13:27,FALSE,FALSE,0,FALSE,2011-09-27 00:14:27,0
2011-09-27 11:39:57,TRUE,FALSE,0,FALSE,2011-09-27 11:39:57,0
2011-09-28 00:10:27,FALSE,FALSE,0,FALSE,2011-09-28 00:11:27,0
2011-09-28 11:45:27,TRUE,FALSE,0,FALSE,2011-09-28 11:45:27,0
2011-09-29 00:10:27,FALSE,FALSE,0,FALSE,2011-09-29 00:11:27,0
2011-09-29 11:45:27,TRUE,FALSE,0,FALSE,2011-09-29 11:45:27,0
2011-09-30 00:11:27,FALSE,FALSE,0,FALSE,2011-09-30 00:12:27,0
2011-09-30 11:43:51,TRUE,FALSE,0,FALSE,2011-09-30 11:43:51,0
2011-10-01 00:09:27,FALSE,FALSE,0,FALSE,2011-10-01 00:10:27,0
2011-10-01 11:59:27,TRUE,FALSE,0,FALSE,2011-10-01 11:59:27,0
2011-10-02 00:14:27,FALSE,FALSE,0,FALSE,2011-10-02 00:15:27,0
2011-10-02 12:14:27,TRUE,FALSE,0,FALSE,2011-10-02 12:14:27,0
2011-10-03 00:33:27,FALSE,FALSE,0,FALSE,2011-10-03 00:34:27,0
2011-10-03 12:10:27,TRUE,FALSE,0,FALSE,2011-10-03 12:10:27,0
2011-10-04 00:22:27,FALSE,FALSE,0,FALSE,2011-10-04 00:23:27,0
2011-10-04 12:13:27,TRUE,FALSE,0,FALSE,2011-10-04 12:13:27,0
2011-10-05 00:22:27,FALSE,FALSE,0,FALSE,2011-10-05 00:23:27,0
2011-10-05 12:07:51,TRUE,FALSE,0,FALSE,2011-10-05 12:07:51,0
2011-10-06 00:21:27,FALSE,FALSE,0,FALSE,2011-10-06 00:22:27,0
2011-10-06 12:11:27,TRUE,FALSE,0,FALSE,2011-10-06 12:11:27,0
2011-10-07 00:24:27,FALSE,FALSE,0,FALSE,2011-10-07 00:25:27,0
2011-10-07 12:09:27,TRUE,FALSE,0,FALSE,2011-10-07 12:09:27,0
2011-10-08 00:28:27,FALSE,FALSE,0,FALSE,2011-10-08 00:29:27,0
2011-10-08 12:07:27,TRUE,FALSE,0,FALSE,2011-10-08 12:07:27,0
2011-10-09 00:16:27,FALSE,FALSE,0,FALSE,2011-10-09 00:17:27,0
2011-10-09 11:57:27,TRUE,FALSE,0,FALSE,2011-10-09 11:57:27,0
2011-10-09 23:49:27,FALSE,FALSE,0,FALSE,2011-10-09 23:50:27,0
2011-10-10 12:14:27,TRUE,FALSE,0,FALSE,2011-10-10 12:14:27,0
2011-10-10 23:52:27,FALSE,FALSE,0,FALSE,2011-10-10 23:53:27,0
2011-10-11 12:15:44,TRUE,FALSE,0,FALSE,2011-10-11 12:15:44,0
2011-10-11 23:54:27,FALSE,FALSE,0,FALSE,2011-10-11 23:55:27,0
2011-10-12 12:21:27,TRUE,FALSE,0,FALSE,2011-10-12 12:21:27,0
2011-10-12 23:59:57,FALSE,FALSE,0,FALSE,2011-10-13 00:00:57,0
2011-10-13 12:16:07,TRUE,FALSE,0,FALSE,2011-10-13 12:16:07,0
2011-10-14 00:06:27,FALSE,FALSE,0,FALSE,2011-10-14 00:07:27,0
2011-10-14 12:21:27,TRUE,FALSE,0,FALSE,2011-10-14 12:21:27,0
2011-10-15 00:06:27,FALSE,FALSE,0,FALSE,2011-10-15 00:07:27,0
2011-10-15 12:12:27,TRUE,FALSE,0,FALSE,2011-10-15 12:12:27,0
2011-10-16 00:10:27,FALSE,FALSE,0,FALSE,2011-10-16 00:11:27,0
2011-10-16 12:17:27,TRUE,FALSE,0,FALSE,2011-10-16 12:17:27,0
2011-10-16 23:54:27,FALSE,FALSE,0,FALSE,2011-10-16 23:55:27,0
2011-10-17 12:17:27,TRUE,FALSE,0,FALSE,2011-10-17 12:17:27,0
2011-10-17 23:56:27,FALSE,FALSE,0,FALSE,2011-10-17 23:57:27,0
2011-10-18 12:19:35,TRUE,FALSE,0,FALSE,2011-10-18 12:19:35,0
2011-10-19 00:00:27,FALSE,FALSE,0,FALSE,2011-10-19 00:01:27,0
2011-10-19 12:15:27,TRUE,FALSE,0,FALSE,2011-10-19 12:15:27,0
2011-10-19 23:54:27,FALSE,FALSE,0,FALSE,2011-10-19 23:55:27,0
2011-10-20 12:15:51,TRUE,FALSE,0,FALSE,2011-10-20 12:15:51,0
2011-10-21 00:02:27,FALSE,FALSE,0,FALSE,2011-10-21 00:03:27,0
2011-10-21 12:13:51,TRUE,FALSE,0,FALSE,2011-10-21 12:13:51,0
2011-10-21 23:38:27,FALSE,FALSE,0,FALSE,2011-10-21 23:39:27,0
2011-10-22 12:13:27,TRUE,FALSE,0,FALSE,2011-10-22 12:13:27,0
2011-10-22 23:46:27,FALSE,FALSE,0,FALSE,2011-10-22 23:47:27,0
2011-10-23 12:18:27,TRUE,FALSE,0,FALSE,2011-10-23 12:18:27,0
2011-10-24 00:03:27,FALSE,FALSE,0,FALSE,2011-10-24 00:04:27,0
2011-10-24 12:15:27,TRUE,FALSE,0,FALSE,2011-10-24 12:15:27,0
2011-10-24 23:58:27,FALSE,FALSE,0,FALSE,2011-10-24 23:59:27,0
2011-10-25 12:17:27,TRUE,FALSE,0,FALSE,2011-10-25 12:17:27,0
2011-10-25 23:58:27,FALSE,FALSE,0,FALSE,2011-10-25 23:59:27,0
2011-10-26 12:11:44,TRUE,FALSE,0,FALSE,2011-10-26 12:11:44,0
2011-10-26 23:58:27,FALSE,FALSE,0,FALSE,2011-10-26 23:59:27,0
2011-10-27 12:11:57,TRUE,FALSE,0,FALSE,2011-10-27 12:11:57,0
2011-10-28 00:00:27,FALSE,FALSE,0,FALSE,2011-10-28 00:01:27,0
2011-10-28 12:03:27,TRUE,FALSE,0,FALSE,2011-10-28 12:03:27,0
2011-10-28 23:58:27,FALSE,FALSE,0,FALSE,2011-10-28 23:59:27,0
2011-10-29 12:11:27,TRUE,FALSE,0,FALSE,2011-10-29 12:11:27,0
2011-10-29 23:56:27,FALSE,FALSE,0,FALSE,2011-10-29 23:57:27,0
2011-10-30 12:15:27,TRUE,FALSE,0,FALSE,2011-10-30 12:15:27,0
2011-10-31 00:04:27,FALSE,FALSE,0,FALSE,2011-10-31 00:05:27,0
2011-10-31 12:09:27,TRUE,FALSE,0,FALSE,2011-10-31 12:09:27,0
2011-11-01 00:02:27,FALSE,FALSE,0,FALSE,2011-11-01 00:03:27,0
2011-11-01 12:11:27,TRUE,FALSE,0,FALSE,2011-11-01 12:11:27,0
2011-11-01 23:56:27,FALSE,FALSE,0,FALSE,2011-11-01 23:57:27,0
2011-11-02 12:17:27,TRUE,FALSE,0,FALSE,2011-11-02 12:17:27,0
2011-11-02 23:58:27,FALSE,FALSE,0,FALSE,2011-11-02 23:59:27,0
2011-11-03 12:14:27,TRUE,FALSE,0,FALSE,2011-11-03 12:14:27,0
2011-11-03 23:56:27,FALSE,FALSE,0,FALSE,2011-11-03 23:57:27,0
2011-11-04 12:17:27,TRUE,FALSE,0,FALSE,2011-11-04 12:17:27,0
2011-11-04 23:46:27,FALSE,FALSE,0,FALSE,2011-11-04 23:47:27,0
2011-11-05 12:15:27,TRUE,FALSE,0,FALSE,2011-11-05 12:15:27,0
2011-11-05 23:51:47,FALSE,FALSE,0,FALSE,2011-11-05 23:52:47,0
2011-11-06 12:15:27,TRUE,FALSE,0,FALSE,2011-11-06 12:15:27,0
2011-11-06 23:58:27,FALSE,FALSE,0,FALSE,2011-11-06 23:59:27,0
2011-11-07 12:14:27,TRUE,FALSE,0,FALSE,2011-11-07 12:14:27,0
2011-11-07 23:54:27,FALSE,FALSE,0,FALSE,2011-11-07 23:55:27,0
2011-11-08 12:15:27,TRUE,FALSE,0,FALSE,2011-11-08 12:15:27,0
2011-11-08 23:34:27,FALSE,FALSE,0,FALSE,2011-11-08 23:35:27,0
2011-11-09 12:11:27,TRUE,FALSE,0,FALSE,2011-11-09 12:11:27,0
2011-11-09 23:56:27,FALSE,FALSE,0,FALSE,2011-11-09 23:57:27,0
